molecule_id	affinity	steric_sum	hydrophobic_value	hydrogen_value	wnrot
7293276	-13.2975	-12.590734127100001	-2.6608445939500003	-0.38115392076	0.17400000000000002
85340013	-12.0021	-12.06937742633	-2.65368771243	-0.78688628928	0.29000000000000004
6676410	-11.89723	-11.63048533472	-4.303302261020001	-0.48237553485000007	0.406
7659240	-12.03159	-10.055657307330002	-3.16540053283	-0.2168237349	0.116
26717374	-12.158	-11.038376135169997	-2.32893755035	-1.6311653688600003	0.232
5802936	-12.93017	-10.84901853869	-3.1178592429800003	-0.47505017052000004	0.116
63920724	-11.88546	-10.435299202140001	-2.4842378113300003	-0.35250452073000005	0.116
7818590	-11.99657	-11.95263646242	-2.09420916058	-2.16111171393	0.34800000000000003
5244172	-14.30401	-10.82107248598	-3.4814153577000004	-0.0	0.116
5586857	-13.9799	-11.13374009394	-2.8493597569	-0.0	0.0
6453998	-12.05123	-10.75779706929	-2.8114841848300003	-1.3051367238600002	0.232
5826583	-16.76571	-13.34260457655	-3.4222816592100003	-0.0	0.34800000000000003
5528097	-12.94784	-10.56549471047	-2.38459100128	-0.0	0.17400000000000002
6160408	-12.06772	-10.14333817392	-3.4573709992300006	-0.5825397587400001	0.17400000000000002
5836516	-12.41894	-11.389713653919998	-2.8863775412300003	-0.32550582429	0.17400000000000002
16885421	-12.44548	-11.894811365	-3.2635912780000003	-0.19710928206000003	0.232
10493383	-11.94618	-9.722874746359999	-2.16900467447	-1.45241942994	0.116
5790232	-12.00438	-10.0844471648	-3.55353019723	-0.47102621337000006	0.17400000000000002
7922593	-13.11257	-12.291014474129998	-3.1209326901400005	-0.0	0.17400000000000002
45385815	-14.34483	-11.433568215720001	-3.7506562024400005	-0.0	0.116
7307536	-11.95517	-11.49599721376	-2.27480714609	-1.6772734559700002	0.29000000000000004
5481054	-11.91093	-8.134251444179998	-3.1510401280200004	-2.02090177341	0.116
9241809	-12.03378	-9.87236822682	-3.33609959171	-0.23306054886	0.116
7518047	-12.85199	-11.132297232579997	-2.8067530260400004	-1.1697379087500002	0.17400000000000002
7665234	-12.10319	-12.64630415003	-2.21683142598	-0.07008734709	0.232
7940088	-12.09237	-11.786406703019999	-2.4284009495300003	-0.0	0.17400000000000002
5740868	-13.22918	-11.22377475649	-2.7774893483	-0.0	0.34800000000000003
5327527	-12.36482	-9.35763034666	-3.00728282839	-0.0	0.406
6463499	-11.99453	-12.66764392304	-2.62756832123	-1.61170938918	0.406
5225419	-13.71127	-11.177773848400001	-3.3351092431500002	-0.0	0.058
6188200	-11.91666	-10.709694931389999	-2.5293758226100005	-0.7675184254500002	0.17400000000000002
6432429	-11.85516	-9.228104990079999	-2.7751263990800004	-1.23412122315	0.116
40101449	-16.14565	-13.51763208528	-3.5709058346600004	-0.0	0.29000000000000004
23721059	-12.37673	-11.5966090318	-2.26091210691	-0.6857410422600001	0.17400000000000002
6124141	-12.72721	-12.48492528177	-3.2145893643	-0.0	0.232
5542340	-12.52931	-10.864666876669999	-3.3691440583400003	-0.49714375131000005	0.34800000000000003
75680230	-12.1239	-10.81299796366	-2.24440021895	-0.4803488703	0.116
5626191	-12.99785	-10.075121664640001	-3.6803428574400003	-0.0	0.058
6153423	-12.15882	-11.451894489730002	-2.6004491128400002	-0.23680840968	0.17400000000000002
5529239	-19.47355	-15.77660366073	-3.6994253031000004	-0.0	0.232
7419140	-11.89117	-10.45040862397	-2.8813539069800003	-0.63895152591	0.17400000000000002
7358445	-12.13057	-9.5005122118	-2.3154415963900004	-1.02195587952	0.058
5309478	-12.14738	-9.04539534941	-2.7555782371000004	-1.76982447042	0.116
6125434	-13.01864	-12.18220004582	-3.1207345502900004	-0.0	0.17400000000000002
