molecule_id	affinity	steric_sum	hydrophobic_value	hydrogen_value	wnrot
5647483	-20.19139	-17.3186828601	-2.8726645101600004	-0.0	0.34800000000000003
5713980	-18.69112	-13.93030688619	-3.8031920192700004	-0.9582539943600001	0.34800000000000003
5476594	-18.44545	-14.84324751457	-3.1853323496700003	-0.42003650817000004	0.5800000000000001
5722957	-18.34255	-15.004507806189999	-2.3633395379700004	-0.9731925681300001	0.5800000000000001
5529239	-18.26543	-15.463757873210001	-2.79715464074	-0.0	0.232
5332703	-18.22233	-13.41576788259	-3.6835485147300004	-1.1220848570700002	0.34800000000000003
5680391	-18.00901	-13.596561512410002	-2.96427701231	-1.45155002022	0.464
5577478	-18.00094	-15.141251126390001	-2.85579000874	-0.0	0.5800000000000001
5214239	-17.72314	-14.194010207989999	-2.28174519705	-1.24729747992	0.232
5251284	-17.59046	-13.769998900870002	-3.3804552136000003	-0.4388698025100001	0.232
5666472	-17.31848	-14.377958146450002	-2.9388726780200005	-0.0	0.5800000000000001
5676389	-17.17001	-14.146528784820001	-2.78796936826	-0.23254947693000003	0.464
5470140	-17.07869	-13.13725566483	-2.57487504459	-1.36331668242	0.17400000000000002
5523880	-17.06618	-12.019171554700002	-2.3250690889600003	-2.71850908347	0.29000000000000004
5303552	-17.03327	-14.48097738944	-1.94532898143	-0.6052677736500001	0.17400000000000002
5601972	-17.02329	-14.90272653512	-1.9911683727100002	-0.13216202622	0.34800000000000003
5807934	-16.99199	-13.28397003094	-3.7064429606900005	-0.0	0.6960000000000001
5672936	-16.80688	-13.65144301572	-2.0523104728300003	-1.1066469601500002	0.522
5705494	-16.70289	-13.471026817839999	-3.2337352848500003	-0.0	0.464
5522865	-16.58119	-13.41696894734	-3.16110177481	-0.0	0.116
5285944	-16.53238	-13.28436145502	-2.9055304755800004	-0.3410670834	0.464
5305415	-16.50153	-12.55216708251	-2.60393882903	-1.34705049651	0.406
5829530	-16.38511	-13.99588563094	-2.39132530135	-0.0	0.406
5649209	-16.36041	-13.203240525959998	-2.97852519632	-1.13255302005	0.6960000000000001
5806765	-16.28159	-13.0267331962	-3.2547142620300002	-0.0	0.464
5490618	-16.12935	-12.97635370303	-3.1508016588200003	-0.0	0.464
5655073	-16.12898	-13.28213579776	-2.66990537148	-0.17920414134	0.34800000000000003
5177070	-16.10749	-13.555901408819999	-2.24442371518	-0.30779453844	0.29000000000000004
5406395	-15.99465	-11.453082653909998	-3.52774080532	-1.0134203908500001	0.34800000000000003
5654980	-15.95929	-13.20518189059	-1.6519431301900003	-1.1030929542	0.29000000000000004
5554235	-15.95589	-12.143329019120001	-3.8132203505100004	-0.0	0.232
5560714	-15.91734	-12.606192585970001	-3.3125419909600002	-0.0	0.29000000000000004
5546677	-15.90285	-13.217970081239999	-2.2030528158800005	-0.48325669335000004	0.116
5341763	-15.8067	-13.323461439079999	-2.4806937381900003	-0.0	0.406
5554888	-15.78741	-12.8429387486	-2.70402575503	-0.24017443515	0.464
5629252	-15.66452	-12.34575175367	-3.029365427	-0.28689933321	0.638
5688126	-15.66366	-12.691954298399999	-2.9717316296400003	-0.0	0.464
5812346	-15.64876	-12.821364934250001	-2.3779587520000005	-0.44711744607000004	0.34800000000000003
5304187	-15.63836	-11.82931595985	-2.20782290126	-1.60083589329	0.406
5807360	-15.62625	-13.943798184290001	-2.5931638787800004	-0.0	0.464
5528373	-15.62127	-11.66854198136	-3.95367415034	-0.0	0.34800000000000003
5809659	-15.58071	-12.796263677559999	-2.61276569633	-0.17304778062	0.29000000000000004
5622925	-15.49916	-13.11044965827	-2.18104877183	-0.20519831709000003	0.522
5569530	-15.43184	-13.583141503030001	-1.8491981893200002	-0.0	0.464
5474863	-15.41662	-11.94401436995	-2.9560126517700005	-0.5151957517800001	0.464
5806610	-15.40217	-11.856173845450002	-3.54474927032	-0.0	0.34800000000000003
5379570	-15.38088	-12.44524742784	-2.5718282498700002	-0.35983575945000007	0.29000000000000004
5489545	-15.34094	-12.435132026680002	-2.90706965399	-0.0	0.232
5826583	-15.30054	-12.896778615050001	-2.4132592074000003	-0.0	0.34800000000000003
5480371	-15.22744	-12.90149260341	-1.28002796863	-1.0454534395200001	0.232
5535356	-15.17482	-11.8504041017	-3.1073041753600004	-0.21885039945	0.29000000000000004
5659463	-15.16193	-13.05526889491	-2.1041084379	-0.0	0.232
5786393	-15.15208	-12.66096071129	-1.81600853703	-0.6722651916000001	0.5800000000000001
5475161	-15.1488	-11.73247164434	-2.5235456013600004	-0.8958327262200001	0.406
5485084	-15.11076	-12.05227370439	-1.4188303692500002	-1.63611160524	0.406
5377079	-15.07447	-10.81792972545	-1.1351467075500001	-3.11656949865	0.116
5663517	-15.06924	-11.075254762770001	-3.0630944405100005	-0.9255571396200001	0.406
5676796	-15.05685	-12.399984879880002	-2.65815760717	-0.0	0.406
5637814	-15.05021	-12.524394756939998	-2.24456048428	-0.28018490544	0.17400000000000002
5466378	-15.04161	-12.192552145219999	-2.84973008554	-0.0	0.522
5784219	-14.99743	-11.22526382049	-2.2305171032300004	-1.53895506903	0.232
40101449	-14.97982	-13.41622974731	-2.2451524490000003	-0.19545857847000003	0.29000000000000004
5570907	-14.93803	-12.82222253371	-2.9063956278100003	-0.08187137343	0.522
5174778	-14.8038	-12.42013401995	-2.9979029229600003	-0.25431409188000004	0.232
5475372	-14.78111	-11.615676094330002	-2.67232934076	-0.49371898194	0.29000000000000004
5470515	-14.77655	-12.507408960980001	-1.6562247044000002	-0.60909200154	0.34800000000000003
5754551	-14.76949	-12.473805239590002	-1.9473857782800001	-0.34769926971000004	0.34800000000000003
5240920	-14.698	-11.949077193369998	-2.30421811363	-0.44677085706	0.406
5227418	-14.68339	-10.894471240899998	-2.7623781162000003	-1.02689624151	0.232
5378363	-14.67995	-11.614903568379999	-2.6923905622100004	-0.37235995893000007	0.058
5552332	-14.67833	-11.80108889812	-2.8763597306900004	-0.0	0.232
5489810	-14.675	-12.18094207023	-2.49575026265	-0.0	0.29000000000000004
5682668	-14.64586	-12.019355018679999	-2.6238485524	-0.0	0.232
5677153	-14.64071	-11.43336972079	-2.83034043544	-0.80312310324	0.116
5669706	-14.59525	-12.688440094099999	-1.9102024682700003	-0.0	0.232
5705842	-14.58583	-12.983949163599998	-1.3499467873800002	-0.25318033461	0.34800000000000003
5786138	-14.54008	-12.456486876790002	-1.9172537921000004	-0.16981099173	0.34800000000000003
6965580	-14.51129	-13.904989105740002	-3.4054453830000004	-0.587439	0.232
5742507	-14.49581	-14.235519824110002	-1.9556196287900003	-0.0	0.464
5745240	-14.45984	-12.09820146939	-2.36032886432	-0.0	0.232
5647475	-14.44693	-14.03606732468	-2.0456087869300004	-0.051859114920000005	0.812
5481043	-14.3846	-11.327311662380001	-3.05321024286	-0.0	0.406
5728426	-14.38225	-11.45892809439	-2.9253805816500003	-0.0	0.6960000000000001
5671929	-14.32767	-11.39387961597	-1.7796907299400002	-1.15573923738	0.29000000000000004
5189252	-14.3225	-11.13867539345	-2.17675878106	-1.00472629365	0.17400000000000002
5105250	-14.30078	-10.637302538939998	-2.5178121705500005	-1.1450360988000001	0.464
5788515	-14.2932	-11.49136355242	-1.6273271470200001	-1.1817216643500001	0.232
5532312	-14.28988	-10.73674986239	-2.3454655700500004	-1.21205701431	0.34800000000000003
5543524	-14.26005	-11.972770722909999	-1.80484607433	-0.48514824693	0.232
5784197	-14.24543	-11.51238232308	-2.0318761172200004	-0.7010966977200002	0.232
5200578	-14.23636	-10.98304150642	-2.7061625092	-1.38256705845	0.406
5332359	-14.23565	-10.25070726609	-2.4781312463600003	-1.5055591618800002	0.232
5714543	-14.21954	-11.827939530470001	-1.9778197085500002	-0.41490229131	0.29000000000000004
5537420	-14.20741	-12.23833648646	-1.96800599959	-0.0	0.232
5105552	-14.17815	-10.8157635119	-3.3584266212500005	-0.0	0.464
5200120	-14.12932	-12.283919376220002	-1.0521348776500001	-0.7939649292300001	0.17400000000000002
5471339	-14.12454	-10.55964902153	-2.6932406347700004	-0.87722853309	0.232
5622899	-14.12214	-11.585300986439998	-2.53575697785	-0.0	0.6960000000000001
5227284	-14.12187	-10.52414465277	-2.71332184555	-0.8844834047400001	0.17400000000000002
5330920	-14.10682	-10.72354595349	-2.37057357129	-1.0150358481000001	0.34800000000000003
5365733	-14.09683	-11.32948614667	-1.92401965427	-0.8400612675600001	0.406
5712825	-14.06819	-12.47263731374	-1.45091920563	-0.14866318773000003	0.464
7643352	-14.05083	-12.92571218908	-2.23678218008	-1.3505868792900002	0.17400000000000002
5794564	-14.04774	-11.74618805955	-2.3001444985900004	-0.0	0.29000000000000004
5785075	-14.02956	-11.83063546344	-2.19645177801	-0.0	0.116
20459582	-14.01048	-13.07947202136	-3.04786222036	-1.1589349055400002	0.232
6841245	-13.9885	-12.90239554525	-2.2266809053200003	-1.3133549954700001	0.17400000000000002
5378105	-13.98289	-10.68717694373	-1.4588907400200002	-2.65006656558	0.29000000000000004
6966262	-13.97568	-14.04522608243	-3.06438147281	-0.9504763020000001	0.29000000000000004
5379221	-13.95235	-10.95667100939	-2.0877220969600003	-0.9112764975300001	0.232
10221546	-13.94132	-12.22654419084	-3.3489439636500005	-0.8155826844300001	0.17400000000000002
5186601	-13.92804	-11.00056199354	-2.02570923357	-0.9029701100700002	0.0
5669594	-13.92754	-14.025226817630001	-2.9613782087700002	-1.01007786294	0.29000000000000004
6871650	-13.9191	-13.97679330169	-4.28067749567	-0.13862385522	0.34800000000000003
5480902	-13.91507	-10.737943725180001	-2.3397914058500002	-0.83932696881	0.232
7850723	-13.90873	-12.802522941480001	-2.8376368915800003	-1.52398124892	0.232
5745605	-13.90383	-12.46262458335	-1.43847882857	-0.0	0.17400000000000002
